age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
33.0;management;married;university.degree;no;yes;no;cellular;nov;mon;318;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
37.0;housemaid;divorced;high.school;no;no;no;cellular;sep;wed;134;1;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.753;5017.5;no
34.0;admin.;married;university.degree;no;yes;no;cellular;may;mon;159;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.264;5099.1;no
55.0;unknown;married;university.degree;no;yes;no;cellular;aug;wed;164;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8540000000000001;5076.2;yes
32.0;blue-collar;married;professional.course;no;yes;no;cellular;apr;thu;652;2;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
30.0;technician;married;university.degree;no;yes;no;telephone;may;wed;170;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29.0;admin.;single;high.school;no;no;no;cellular;jul;fri;446;1;999;0;nonexistent;-2.9;92.469;-33.6;1.0590000000000002;5076.2;yes
61.0;blue-collar;married;professional.course;no;yes;no;cellular;oct;thu;246;2;999;0;nonexistent;-1.1;94.601;-49.5;0.987;4963.6;yes
35.0;admin.;married;high.school;no;yes;no;telephone;may;mon;216;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
43.0;housemaid;married;basic.4y;no;yes;no;cellular;jul;wed;296;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
35.0;services;divorced;university.degree;no;no;yes;cellular;jul;tue;654;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;yes
47.0;admin.;married;high.school;no;yes;no;cellular;apr;wed;903;2;999;1;failure;-1.8;93.075;-47.1;1.415;5099.1;yes
68.0;retired;married;university.degree;no;yes;no;cellular;jul;mon;546;2;999;1;failure;-1.7;94.215;-40.3;0.889;4991.6;yes
28.0;technician;married;university.degree;no;no;no;cellular;may;mon;41;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no
35.0;blue-collar;divorced;basic.4y;unknown;yes;no;telephone;jun;mon;130;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
25.0;student;single;high.school;no;no;no;cellular;jun;mon;485;2;999;0;nonexistent;-1.7;94.055;-39.8;0.72;4991.6;yes
29.0;admin.;married;university.degree;no;yes;no;cellular;jun;tue;201;1;999;0;nonexistent;-1.7;94.055;-39.8;0.7020000000000001;4991.6;yes
52.0;entrepreneur;married;basic.9y;no;yes;no;cellular;nov;mon;67;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
40.0;admin.;single;university.degree;no;no;no;cellular;nov;wed;267;2;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
40.0;admin.;married;high.school;unknown;yes;no;telephone;may;thu;89;4;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
39.0;admin.;single;university.degree;no;yes;yes;cellular;nov;fri;195;1;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
29.0;management;married;university.degree;no;yes;no;cellular;may;wed;281;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.27;5099.1;yes
40.0;blue-collar;divorced;professional.course;no;no;no;cellular;jun;wed;115;2;3;1;success;-2.9;92.963;-40.8;1.26;5076.2;yes
31.0;admin.;married;university.degree;no;no;no;cellular;aug;tue;317;2;999;1;failure;-1.7;94.027;-38.3;0.904;4991.6;yes
53.0;housemaid;married;basic.4y;no;yes;no;cellular;jun;tue;245;2;999;0;nonexistent;-2.9;92.963;-40.8;1.252;5076.2;yes
31.0;technician;single;university.degree;no;no;no;cellular;jul;thu;200;4;999;1;failure;-1.7;94.215;-40.3;0.899;4991.6;yes
52.0;admin.;single;basic.9y;no;yes;no;cellular;nov;tue;296;1;6;1;success;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
45.0;self-employed;married;basic.4y;no;yes;yes;cellular;aug;thu;797;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
29.0;admin.;single;high.school;no;yes;no;cellular;apr;thu;733;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
32.0;blue-collar;unknown;basic.9y;no;yes;no;cellular;jun;mon;314;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
42.0;management;married;basic.6y;no;yes;no;telephone;sep;thu;230;3;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.778;5017.5;yes
33.0;blue-collar;married;basic.6y;unknown;yes;no;cellular;may;tue;670;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.344;5099.1;yes
32.0;unemployed;single;professional.course;no;yes;yes;cellular;jun;wed;310;1;999;0;nonexistent;-1.7;94.055;-39.8;0.7040000000000001;4991.6;yes
36.0;unemployed;single;university.degree;no;yes;no;cellular;jun;mon;205;1;4;1;success;-2.9;92.963;-40.8;1.266;5076.2;yes
46.0;admin.;married;high.school;no;no;no;cellular;may;fri;318;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
36.0;admin.;single;university.degree;no;no;no;cellular;mar;mon;409;1;999;0;nonexistent;-1.8;93.369;-34.8;0.652;5008.7;yes
47.0;technician;married;professional.course;no;yes;yes;cellular;aug;fri;78;3;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
52.0;technician;married;professional.course;no;yes;no;cellular;nov;fri;259;1;999;1;failure;-3.4;92.649;-30.1;0.7140000000000001;5017.5;yes
30.0;services;married;basic.6y;no;no;no;cellular;nov;tue;154;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
32.0;blue-collar;married;basic.6y;no;no;no;cellular;jul;tue;59;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
32.0;blue-collar;single;basic.9y;no;no;no;cellular;may;wed;253;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
30.0;technician;single;university.degree;no;no;yes;cellular;aug;fri;81;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
43.0;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;fri;57;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
45.0;self-employed;divorced;university.degree;no;yes;yes;telephone;jun;mon;173;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
42.0;blue-collar;married;basic.4y;no;yes;no;cellular;jul;wed;962;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
39.0;admin.;divorced;university.degree;no;no;yes;cellular;jul;mon;375;3;999;0;nonexistent;-1.7;94.215;-40.3;0.8270000000000001;4991.6;yes
48.0;unemployed;married;university.degree;no;yes;no;cellular;mar;tue;279;1;999;2;failure;-1.8;93.369;-34.8;0.6459999999999999;5008.7;yes
37.0;housemaid;married;high.school;no;yes;no;telephone;may;mon;124;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
31.0;services;married;high.school;unknown;unknown;unknown;telephone;may;tue;374;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
;retired;married;basic.4y;no;yes;no;cellular;nov;fri;481;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;yes
45.0;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;fri;924;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
36.0;housemaid;single;university.degree;no;no;yes;cellular;aug;wed;127;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
45.0;housemaid;married;professional.course;unknown;yes;no;telephone;jun;thu;810;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
31.0;blue-collar;married;basic.9y;no;no;no;cellular;jul;wed;186;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
52.0;services;married;high.school;unknown;unknown;unknown;telephone;may;fri;854;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;yes
65.0;unknown;married;unknown;no;yes;no;cellular;jun;thu;301;2;4;2;success;-1.7;94.055;-39.8;0.7290000000000001;4991.6;yes
25.0;entrepreneur;single;professional.course;no;yes;no;cellular;jul;mon;354;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no
38.0;technician;married;university.degree;no;no;no;cellular;oct;fri;156;1;999;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;5017.5;yes
45.0;technician;divorced;professional.course;no;no;no;cellular;aug;thu;76;1;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
59.0;admin.;married;basic.4y;unknown;yes;yes;cellular;aug;tue;292;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
29.0;admin.;single;university.degree;no;yes;yes;cellular;aug;wed;243;5;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
33.0;admin.;married;university.degree;no;no;no;cellular;jul;tue;2516;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;yes
40.0;entrepreneur;divorced;university.degree;no;no;no;cellular;nov;mon;364;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
44.0;self-employed;divorced;professional.course;no;yes;no;cellular;jun;thu;310;1;999;0;nonexistent;-1.7;94.055;-39.8;0.742;4991.6;yes
23.0;blue-collar;single;high.school;no;no;no;cellular;jul;wed;435;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;yes
21.0;student;single;unknown;no;no;no;telephone;jul;thu;250;1;12;1;success;-1.7;94.215;-40.3;0.81;4991.6;yes
41.0;unemployed;married;professional.course;no;yes;no;telephone;jun;thu;109;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
36.0;unemployed;married;university.degree;no;no;no;cellular;aug;thu;222;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.873;5076.2;yes
29.0;blue-collar;single;high.school;no;yes;no;telephone;may;tue;174;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
;admin.;married;high.school;no;yes;no;telephone;may;mon;434;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
43.0;admin.;married;university.degree;no;no;no;cellular;jun;mon;108;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;no
47.0;entrepreneur;married;university.degree;no;yes;no;cellular;aug;tue;641;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
48.0;retired;married;basic.4y;unknown;no;no;telephone;jun;wed;145;8;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
48.0;admin.;married;university.degree;no;yes;no;cellular;jun;wed;447;2;4;1;success;-2.9;92.963;-40.8;1.26;5076.2;yes
35.0;management;married;university.degree;no;yes;no;cellular;nov;wed;400;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
60.0;housemaid;married;basic.4y;no;yes;no;cellular;jun;tue;700;3;999;1;failure;-1.7;94.055;-39.8;0.723;4991.6;yes
40.0;admin.;single;university.degree;no;yes;yes;cellular;apr;mon;8;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
26.0;admin.;single;university.degree;no;yes;no;cellular;sep;tue;201;1;999;0;nonexistent;-1.1;94.199;-37.5;0.8809999999999999;4963.6;yes
85.0;retired;married;professional.course;no;no;no;cellular;aug;tue;140;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.883;5076.2;yes
38.0;admin.;divorced;university.degree;no;yes;no;cellular;nov;thu;1532;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;yes
33.0;admin.;single;high.school;no;no;no;cellular;oct;mon;251;1;999;0;nonexistent;-3.4;92.431;-26.9;0.731;5017.5;yes
26.0;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;tue;124;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
56.0;retired;married;high.school;no;yes;no;telephone;may;mon;167;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
48.0;blue-collar;married;basic.4y;no;no;no;cellular;may;wed;109;1;12;1;success;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
33.0;admin.;single;high.school;unknown;no;no;cellular;may;thu;1723;1;12;1;success;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
39.0;blue-collar;divorced;basic.9y;no;yes;no;telephone;jun;wed;310;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
25.0;student;single;high.school;no;yes;yes;cellular;apr;wed;82;1;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1;yes
34.0;technician;married;professional.course;no;yes;no;cellular;sep;wed;233;2;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.813;5017.5;yes
58.0;management;married;university.degree;unknown;no;no;telephone;may;fri;472;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
30.0;admin.;single;university.degree;no;no;no;cellular;jun;thu;323;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
43.0;technician;married;university.degree;no;yes;no;cellular;aug;mon;134;4;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
27.0;blue-collar;single;high.school;no;no;no;cellular;may;tue;81;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
49.0;technician;divorced;professional.course;no;yes;no;cellular;mar;tue;236;4;3;1;success;-1.8;93.369;-34.8;0.635;5008.7;yes
33.0;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;766;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
26.0;blue-collar;single;university.degree;no;yes;no;cellular;may;tue;139;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
;blue-collar;single;high.school;no;yes;no;telephone;jun;wed;835;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;yes
34.0;management;single;university.degree;no;no;yes;cellular;may;fri;662;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;yes
34.0;admin.;married;university.degree;no;no;yes;cellular;dec;tue;196;2;6;2;success;-3.0;92.713;-33.0;0.7070000000000001;5023.5;yes
58.0;blue-collar;married;high.school;no;yes;no;telephone;jun;tue;183;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
68.0;retired;married;high.school;no;yes;no;cellular;apr;mon;194;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
30.0;blue-collar;married;basic.9y;no;no;no;telephone;nov;tue;465;1;999;0;nonexistent;-0.1;93.2;-42.0;4.7;5195.8;yes
34.0;unemployed;single;high.school;no;yes;no;cellular;may;wed;1970;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;yes
34.0;blue-collar;married;high.school;no;yes;no;cellular;may;tue;863;1;3;2;success;-1.8;92.89299999999999;-46.2;1.344;5099.1;yes
42.0;admin.;married;university.degree;unknown;no;no;cellular;jul;fri;148;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
26.0;blue-collar;married;basic.9y;no;no;no;telephone;jun;mon;230;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;yes
31.0;entrepreneur;single;university.degree;no;no;no;cellular;nov;thu;1855;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no
41.0;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;fri;72;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
35.0;admin.;married;university.degree;no;yes;no;telephone;sep;wed;234;1;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.753;5017.5;yes
50.0;entrepreneur;divorced;university.degree;no;yes;no;telephone;oct;tue;898;7;11;2;success;-1.1;94.601;-49.5;1.008;4963.6;yes
47.0;entrepreneur;married;professional.course;unknown;unknown;unknown;telephone;jun;thu;19;3;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no
31.0;blue-collar;married;basic.6y;no;yes;no;telephone;jun;wed;406;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
37.0;entrepreneur;single;university.degree;no;no;no;telephone;may;fri;129;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
48.0;self-employed;married;university.degree;unknown;no;no;cellular;jul;mon;191;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
31.0;admin.;married;high.school;unknown;no;no;telephone;jun;thu;185;1;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no
60.0;retired;divorced;professional.course;no;yes;no;cellular;apr;thu;968;1;5;2;failure;-1.8;93.075;-47.1;1.365;5099.1;yes
60.0;admin.;married;professional.course;no;yes;yes;cellular;sep;thu;261;1;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
47.0;admin.;divorced;university.degree;no;yes;yes;cellular;aug;tue;185;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.884;5076.2;yes
28.0;admin.;single;high.school;no;no;no;cellular;apr;mon;1333;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
39.0;admin.;single;university.degree;no;no;yes;telephone;may;thu;364;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
31.0;admin.;single;high.school;no;no;no;cellular;nov;fri;186;1;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
34.0;technician;single;professional.course;no;yes;no;cellular;may;mon;601;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.264;5099.1;yes
53.0;technician;married;professional.course;no;yes;no;cellular;apr;thu;301;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
52.0;blue-collar;divorced;basic.4y;no;no;no;cellular;apr;thu;474;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no
30.0;blue-collar;single;basic.4y;unknown;yes;yes;telephone;may;thu;331;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
39.0;technician;single;professional.course;no;no;no;cellular;aug;mon;71;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
49.0;admin.;divorced;university.degree;no;yes;no;cellular;apr;thu;347;3;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no
25.0;admin.;single;university.degree;no;yes;no;telephone;nov;mon;107;2;999;0;nonexistent;-3.4;92.649;-30.1;0.7140000000000001;5017.5;no
29.0;admin.;;university.degree;no;yes;no;cellular;may;thu;241;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
50.0;services;married;basic.4y;unknown;yes;no;telephone;may;wed;507;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
36.0;admin.;married;professional.course;no;yes;no;cellular;aug;mon;472;7;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
38.0;services;single;high.school;unknown;yes;no;cellular;jul;tue;109;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
55.0;management;married;basic.4y;unknown;no;no;cellular;apr;thu;594;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no
27.0;student;single;university.degree;no;no;no;cellular;apr;fri;227;1;999;1;failure;-1.8;93.075;-47.1;1.4;5099.1;yes
27.0;services;single;basic.9y;no;yes;yes;cellular;jul;tue;88;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
27.0;student;single;high.school;no;no;no;telephone;oct;tue;187;1;999;0;nonexistent;-0.1;93.79799999999999;-40.4;4.968;5195.8;yes
53.0;services;married;unknown;no;yes;no;cellular;jun;tue;501;3;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
24.0;student;single;high.school;no;no;no;cellular;aug;fri;276;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;yes
45.0;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;tue;195;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
51.0;admin.;married;university.degree;no;no;yes;cellular;nov;fri;220;1;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
24.0;blue-collar;single;high.school;no;no;no;cellular;apr;mon;234;10;999;0;nonexistent;-1.8;93.749;-34.6;0.645;5008.7;no
56.0;housemaid;divorced;basic.4y;no;yes;no;cellular;nov;thu;212;1;999;1;failure;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no
35.0;blue-collar;married;basic.9y;no;no;no;telephone;may;fri;131;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
27.0;blue-collar;single;basic.6y;no;no;no;telephone;jul;tue;68;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
52.0;management;divorced;university.degree;no;yes;no;cellular;nov;mon;161;1;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8;no
21.0;student;single;high.school;no;no;no;cellular;oct;tue;362;1;999;0;nonexistent;-1.1;94.601;-49.5;0.982;4963.6;yes
40.0;admin.;married;university.degree;unknown;yes;yes;telephone;may;mon;183;7;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
38.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;275;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
59.0;services;married;basic.4y;unknown;yes;no;cellular;aug;fri;120;4;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
43.0;technician;single;professional.course;no;yes;no;cellular;jul;tue;64;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
40.0;admin.;divorced;high.school;no;yes;yes;cellular;jul;mon;52;10;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
31.0;admin.;married;high.school;no;yes;no;cellular;may;tue;208;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
28.0;admin.;single;high.school;no;yes;no;cellular;mar;tue;143;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.7990000000000002;5099.1;yes
48.0;unemployed;married;university.degree;no;no;no;cellular;jul;tue;277;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
41.0;services;married;university.degree;no;yes;no;telephone;may;tue;336;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
39.0;management;married;university.degree;no;yes;no;telephone;nov;wed;204;1;999;0;nonexistent;-0.1;93.2;-42.0;4.663;5195.8;yes
32.0;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;122;8;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no
54.0;admin.;married;high.school;no;yes;no;cellular;may;thu;594;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;yes
39.0;blue-collar;married;basic.6y;no;yes;yes;cellular;may;fri;298;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
34.0;blue-collar;single;basic.9y;unknown;no;no;telephone;may;wed;576;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
29.0;technician;single;professional.course;no;no;no;cellular;aug;mon;356;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
53.0;admin.;married;high.school;no;no;no;cellular;may;fri;101;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no
36.0;self-employed;married;university.degree;no;yes;no;cellular;nov;tue;79;3;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
31.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;141;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
